0,-10,236,
0,-9,235,
0,-8,234,
0,-7,233,
0,-6,232,
0,-5,231,
0,-4,230,
0,-3,229,
0,-2,228,
0,-1,227,
0,0,226,
0,1,227,
0,2,228,
0,3,229,
0,4,230,
0,5,230,
0,6,229,
0,7,228,
0,8,227,
0,9,226,
0,10,227,
0,11,227,
0,12,226,
0,13,225,
0,14,224,
0,15,225,
0,16,226,
0,17,227,
0,18,228,
0,19,229,
0,20,229,
0,21,228,
0,22,227,
0,23,226,
0,24,225,
0,25,224,
0,26,223,
0,27,222,
0,28,221,
0,29,220,
0,30,219,
0,31,218,
0,32,217,
0,33,218,
0,34,219,
0,35,220,
0,36,221,
0,37,222,
0,38,223,
0,39,224,
0,40,225,
0,41,225,
0,42,225,
0,43,224,
0,44,223,
0,45,224,
0,46,225,
0,47,226,
0,48,227,
0,49,227,
0,50,228,
0,51,229,
0,52,230,
0,53,231,
0,54,232,
0,55,233,
0,56,234,
0,57,235,
0,58,236,
0,59,237,
1,-10,235,
1,-9,234,
1,-8,233,
1,-7,232,
1,-6,231,
1,-5,230,
1,-4,229,
1,-3,228,
1,-2,227,
1,-1,226,
1,0,225,
1,1,226,
1,2,227,
1,3,228,
1,4,229,
1,5,229,
1,6,228,
1,7,227,
1,8,226,
1,9,225,
1,10,226,
1,11,226,
1,12,225,
1,13,224,
1,14,223,
1,15,224,
1,16,225,
1,17,226,
1,18,227,
1,19,228,
1,20,228,
1,21,227,
1,22,226,
1,23,225,
1,24,224,
1,25,223,
1,26,222,
1,27,221,
1,28,220,
1,29,219,
1,30,218,
1,31,217,
1,32,216,
1,33,217,
1,34,218,
1,35,219,
1,36,220,
1,37,221,
1,38,222,
1,39,223,
1,40,223,
1,41,223,
1,42,223,
1,43,223,
1,44,222,
1,45,223,
1,46,224,
1,47,225,
1,48,226,
1,49,226,
1,50,227,
1,51,228,
1,52,229,
1,53,230,
1,54,231,
1,55,232,
1,56,233,
1,57,234,
1,58,235,
1,59,236,
2,-10,234,
2,-9,233,
2,-8,232,
2,-7,231,
2,-6,230,
2,-5,229,
2,-4,228,
2,-3,227,
2,-2,226,
2,-1,225,
2,0,224,
2,1,225,
2,2,226,
2,3,227,
2,4,228,
2,5,228,
2,6,227,
2,7,226,
2,8,225,
2,9,224,
2,10,225,
2,11,225,
2,12,224,
2,13,223,
2,14,222,
2,15,223,
2,16,224,
2,17,225,
2,18,226,
2,19,227,
2,20,227,
2,21,226,
2,22,225,
2,23,224,
2,24,223,
2,25,222,
2,26,221,
2,27,220,
2,28,219,
2,29,218,
2,30,217,
2,31,216,
2,32,215,
2,33,216,
2,34,217,
2,35,218,
2,36,219,
2,37,220,
2,38,221,
2,39,221,
2,40,221,
2,41,221,
2,42,221,
2,43,221,
2,44,221,
2,45,222,
2,46,223,
2,47,224,
2,48,225,
2,49,225,
2,50,226,
2,51,227,
2,52,228,
2,53,229,
2,54,230,
2,55,231,
2,56,232,
2,57,233,
2,58,234,
2,59,235,
3,-10,233,
3,-9,232,
3,-8,231,
3,-7,230,
3,-6,229,
3,-5,228,
3,-4,227,
3,-3,226,
3,-2,225,
3,-1,224,
3,0,223,
3,1,224,
3,2,225,
3,3,226,
3,4,227,
3,5,227,
3,6,226,
3,7,225,
3,8,224,
3,9,223,
3,10,224,
3,11,224,
3,12,223,
3,13,222,
3,14,221,
3,15,222,
3,16,223,
3,17,224,
3,18,225,
3,19,226,
3,20,226,
3,21,225,
3,22,224,
3,23,223,
3,24,222,
3,25,221,
3,26,220,
3,27,219,
3,28,218,
3,29,217,
3,30,216,
3,31,215,
3,32,214,
3,33,215,
3,34,216,
3,35,217,
3,36,218,
3,37,219,
3,38,219,
3,39,219,
3,40,219,
3,41,219,
3,42,219,
3,43,219,
3,44,219,
3,45,221,
3,46,222,
3,47,223,
3,48,224,
3,49,224,
3,50,225,
3,51,226,
3,52,227,
3,53,228,
3,54,229,
3,55,230,
3,56,231,
3,57,232,
3,58,233,
3,59,234,
4,-10,232,
4,-9,231,
4,-8,230,
4,-7,229,
4,-6,228,
4,-5,227,
4,-4,226,
4,-3,225,
4,-2,224,
4,-1,223,
4,0,222,
4,1,223,
4,2,224,
4,3,225,
4,4,226,
4,5,226,
4,6,225,
4,7,224,
4,8,223,
4,9,222,
4,10,223,
4,11,223,
4,12,222,
4,13,221,
4,14,220,
4,15,221,
4,16,222,
4,17,223,
4,18,224,
4,19,224,
4,20,224,
4,21,224,
4,22,223,
4,23,222,
4,24,221,
4,25,220,
4,26,219,
4,27,218,
4,28,217,
4,29,216,
4,30,215,
4,31,214,
4,32,213,
4,33,214,
4,34,215,
4,35,216,
4,36,217,
4,37,217,
4,38,217,
4,39,217,
4,40,217,
4,41,217,
4,42,217,
4,43,217,
4,44,217,
4,45,219,
4,46,221,
4,47,222,
4,48,223,
4,49,223,
4,50,224,
4,51,225,
4,52,226,
4,53,227,
4,54,228,
4,55,229,
4,56,230,
4,57,231,
4,58,232,
4,59,233,
5,-10,231,
5,-9,230,
5,-8,229,
5,-7,228,
5,-6,227,
5,-5,226,
5,-4,225,
5,-3,224,
5,-2,223,
5,-1,222,
5,0,221,
5,1,222,
5,2,223,
5,3,224,
5,4,225,
5,5,225,
5,6,224,
5,7,223,
5,8,222,
5,9,221,
5,10,222,
5,11,222,
5,12,221,
5,13,220,
5,14,219,
5,15,220,
5,16,221,
5,17,222,
5,18,222,
5,19,222,
5,20,222,
5,21,222,
5,22,222,
5,23,221,
5,24,220,
5,25,218,
5,26,218,
5,27,217,
5,28,216,
5,29,215,
5,30,214,
5,31,213,
5,32,212,
5,33,213,
5,34,214,
5,35,215,
5,36,215,
5,37,215,
5,38,215,
5,39,215,
5,40,215,
5,41,215,
5,42,215,
5,43,215,
5,44,215,
5,45,217,
5,46,219,
5,47,221,
5,48,222,
5,49,222,
5,50,223,
5,51,224,
5,52,225,
5,53,226,
5,54,227,
5,55,228,
5,56,229,
5,57,230,
5,58,231,
5,59,232,
6,-10,230,
6,-9,229,
6,-8,228,
6,-7,227,
6,-6,226,
6,-5,225,
6,-4,224,
6,-3,223,
6,-2,222,
6,-1,221,
6,0,220,
6,1,221,
6,2,222,
6,3,223,
6,4,224,
6,5,224,
6,6,223,
6,7,222,
6,8,221,
6,9,220,
6,10,221,
6,11,221,
6,12,220,
6,13,219,
6,14,218,
6,15,219,
6,16,220,
6,17,220,
6,18,220,
6,19,220,
6,20,220,
6,21,220,
6,22,220,
6,23,220,
6,24,218,
6,25,216,
6,26,216,
6,27,216,
6,28,215,
6,29,214,
6,30,213,
6,31,212,
6,32,211,
6,33,212,
6,34,213,
6,35,213,
6,36,213,
6,37,213,
6,38,213,
6,39,213,
6,40,213,
6,41,213,
6,42,213,
6,43,213,
6,44,213,
6,45,215,
6,46,217,
6,47,219,
6,48,221,
6,49,221,
6,50,222,
6,51,223,
6,52,224,
6,53,225,
6,54,226,
6,55,227,
6,56,228,
6,57,229,
6,58,230,
6,59,231,
7,-10,229,
7,-9,228,
7,-8,227,
7,-7,226,
7,-6,225,
7,-5,224,
7,-4,223,
7,-3,222,
7,-2,221,
7,-1,220,
7,0,219,
7,1,220,
7,2,221,
7,3,222,
7,4,223,
7,5,223,
7,6,222,
7,7,221,
